,Unnamed: 0,Album,Artist
330,162,Vespro della Beata Vergine 1610,La Capella Reial / Coro del Centro di Musica Antica di Padova / Jordi Savall / Montserrat Figueras / Guy de Mey / Maria Cristina Kiehr / Gerd Türk / Gian Paolo Fagotto / Paolo Costa / Pietro Spagnoli / Daniele CarnovichLa Capella Reial de CatalunyaCoro del Centro di Musica Antica di PadovaJordi SavallMontserrat FiguerasGuy de MeyMaria Cristina KiehrGerd TürkGian Paolo FagottoPaolo CostaPietro SpagnoliDaniele Carnovich
331,163,Alturas de Machu Pichu,Los Jaivas
332,164,Caesar Demos,Ween
333,165,GBAポケモン ルビー&サファイア ミュージック・スーパーコンプリート (GBA Pokémon Ruby & Sapphire Music Super Complete),"増田順一 [Junichi Masuda], 一之瀬剛 [Go Ichinose] & 青木森一 [Morikazu Aoki]"
334,166,ハウルの動く城 (Hauru no ugoku shiro),久石譲 [Joe Hisaishi]
335,167,Ogum Xangô,Gil e JorgeGilberto GilJorge Ben
336,168,Time Fades Away,Neil Young
337,169,The Devil's Playground,Da Koopsta Knicca
338,170,Coltrane Live at the Village Vanguard Again!,John Coltrane
339,171,Purple Sun,Tomasz Stanko Quintet
340,172,Poland: The Warsaw Concert,Tangerine Dream
341,173,Crippled Symmetry,Dietmar Wiesner / Markus Hinterhäuser / Robyn Schulkowsky
342,174,平成風俗 (Heisei fūzoku),椎名林檎 × 斎藤ネコ椎名林檎 [Sheena Ringo]斎藤ネコ [Neko Saito]
343,175,In concerto: Arrangiamenti PFM,Fabrizio De André con PFMFabrizio De AndréPremiata Forneria Marconi
344,176,Quintett C-Dur,Alban Berg Quartett / Heinrich Schiff
345,177,Midtown 120 Blues,DJ Sprinkles
346,178,The Ghost~Pop Tape,Devon Hendryx
347,179,Choirs of the Eye,Kayo Dot
348,180,Father of Folk Blues,Son House
349,181,恋人へ (Koibito e),Lamp
350,182,Agent Orange,Sodom
351,183,Apple Venus Volume 1,XTC
352,184,スーパーマリオ ヨッシーアイランド オリジナル・サウンド・ヴァージョン (Super Mario Yoshi Island Original Sound Version),近藤浩治 [Koji Kondo]
353,185,Silent Hill 4 -The Room-,山岡晃 [Akira Yamaoka]
354,186,Insignificance,Jim O'Rourke
355,187,Beauty Reaps the Blood of Solitude,Nature and Organisation
356,188,Persepolis,Groupe de Recherches Musicales de la RTF
357,189,The Ligeti Project II: Lontano; Atmosphères; Apparitions; San Francisco Polyphony; Concert românesc,Berliner Philharmoniker / Jonathan Nott
358,190,Live in the U.K.,Helloween
359,191,Roky Erickson and the Aliens (5 Symbols),Roky Erickson and The Aliens
360,192,"Ella Fitzgerald Sings the Duke Ellington Song Book, Vol. 1",Ella Fitzgerald with Duke Ellington and His Orchestra
361,193,La double vie de Véronique: The Double Life of Veronika,Zbigniew Preisner
362,194,4 Visions,Eskaton
363,195,Izipho Zam (My Gifts),Pharoah Sanders
364,196,"'Live' at the Apollo, Volume II",James Brown
365,197,Edu Lôbo [Missa breve],Edu Lôbo
366,198,"Town Hall, 1962",Ornette Coleman
367,199,Eureka,Jim O'Rourke
368,200,Frank Sinatra Sings for Only the Lonely,Frank Sinatra
369,201,Trenchtown Mix Up,The Gladiators
370,202,Los Jaivas [El indio],Los Jaivas
371,203,I Trawl the MEGAHERTZ,Paddy McAloon
372,204,Couldn't Stand the Weather,Stevie Ray Vaughan and Double Trouble
373,205,Trust in Rock: Your New Concept in Music,"""Blue"" Gene Tyranny and Peter Gordon""Blue"" Gene TyrannyPeter Gordon"
374,206,Paysages planétaires,Henri Pousseur & Michel Butor
375,207,1st,不失者 [Fushitsusha]
376,208,"Ashes 2 Ashes, Dust 2 Dust",Tommy Wright III
377,209,Iannis Xenakis 2: La légende d'Eer,Electronic Studio Westdeutscher Rundfunk Köln
378,210,Sing to God,Cardiacs
379,211,Intents and Purposes: The Jazz Artistry of Bill Dixon,The Bill Dixon Orchestra
380,212,Live From the Atlantic Studios,AC/DC
381,213,De La Soul Is Dead,De La Soul
382,214,Mirage,Klaus Schulze
383,215,Lucifer: Book of Angels Volume 10,Bar Kokhba
384,216,The Marriage of Heaven and Hell Part Two,Virgin Steele
385,217,Rawkus Presents: Soundbombing II,Various Artists
386,218,Fallout 2,Mark Morgan
387,219,空中キャンプ (Kūchū Camp),フィッシュマンズ
388,220,Scandinavian Nights,Deep Purple
389,221,Zoundegnon Bernard 'Papillon' guitariste principal,T.P. Orchestre Poly-Rythmo de Cotonou - Bénin
390,222,Symphonien No. 8 »Unvollendete« · No. 3,Wiener Philharmoniker / Carlos Kleiber
391,223,Miles in Tokyo: Miles Davis Live in Concert,Miles Davis
392,224,Affinità-divergenze fra il compagno Togliatti e noi: Del conseguimento della maggiore età,CCCP Fedeli alla Linea
393,225,Logos: Live at the Dominion - London 1982,Tangerine Dream
394,226,Jazz Blues Fusion: Performed and Recorded Live in Boston and New York,John Mayall
395,227,Somewhere Out in Space,Gamma Ray
396,228,Looks Like Rain,Mickey Newbury
397,229,Aion; Pfhat; Konx-Om-Pax,Orchestre et Chœur de la Radio-Télévision Polonaise de Cracovie / Jürg WyttenbachOrkiestra Polskiego Radia w KrakowieChór Polskiego Radia w KrakowieJürg Wyttenbach
398,230,Wave Notation 1: Music for Nine Post Cards,吉村弘 [Hiroshi Yoshimura]
399,231,Dark Souls III,北村友香 [Yuka Kitamura]
400,232,"Vol. II: Death Chants, Breakdowns and Military Waltzes",John Fahey
401,233,Io sono nato libero,Banco del Mutuo Soccorso
402,234,Multi - Dimensional: Sonic Adventure 2,瀬上純 [Jun Senoue]
403,235,Super Metroid: Sound in Action,田中宏和 / 濱野美奈子と山本健誌田中宏和 [Hirokazu Tanaka]濱野美奈子 [Minako Hamano]山本健誌 [Kenji Yamamoto]
404,236,Hybris,Änglagård
405,237,アンハッピーリフレイン (Unhappy Refrain),Wowaka
406,238,La Camorra: La soledad de la provocación apasionada,Astor Piazzolla
407,239,Кров у наших криницях (Blood in Our Wells),Drudkh
408,240,A Christmas Gift for You From Philles Records,Various Artists
409,241,Piece of Time,Atheist
410,242,Everywhere at the End of Time: Stage 6,The Caretaker
411,243,Blod-draum,Molested
412,244,"Drumming; Music for Mallet Instruments, Voices and Organ; Six Pianos",Steve Reich & Musicians
413,245,Rāg Madhuvantī / Rāg Miśra Tilang,Shivkumar Sharma & Zakir Hussain
414,246,"Vol. 9mm ""It's On""",Juicy (Juice Manne) Jay
415,247,Somnium,Robert Rich
416,248,Fuente y caudal,Paco de Lucía
417,249,伝承美学 (Traditional Aesthetics),静香 [Shizuka]
418,250,Brel [Les Marquises],Jacques Brel
419,251,Tetsuo,石川忠 [Chu Ishikawa]
420,252,Ser hümano!!,Tiro de Gracia
421,253,Shadow Kingdom,Natural Snow Buildings
422,254,At the Cliffs of River Rhine,Agitation Free
423,255,つまんね (Tsumanne),神聖かまってちゃん [Shinsei Kamattechan]
424,256,III: So Long Suckers,Reverend Bizarre
425,257,白虎野 (Byakkoya),平沢進 [Susumu Hirasawa]
426,258,魔女の宅急便  (Majo no takkyūbin),久石譲 [Joe Hisaishi]
427,259,The Straight Story,Angelo Badalamenti
428,260,L'île re-sonante,Eliane Radigue
429,261,Murmuüre,Murmuüre
430,262,Iron Man,Eric Dolphy
431,263,Metastasis; Pithoprakta; Eonta,Orchestre National de l'O.R.T.F / Ensemble instrumental de musique contemporaine de Paris / Maurice Le Roux / Konstantin Simonovich / Yuji TakahashiOrchestre national de FranceEnsemble Instrumental de Musique Contemporaine de ParisMaurice Le RouxKonstantin Simonovich高橋悠治 [Yuji Takahashi]
432,264,The Kitchen Tape,Weezer
433,265,Elvenefris,Lykathea Aflame
434,266,ドラム (Drum),戸張大輔 [Daisuke Tobari]
435,267,Mysterious Skin,Robin Guthrie & Harold Budd
436,268,"Selvaggina, Go Back Into the Woods",Coil
437,269,Sonic the Hedgehog 1 & 2 Soundtrack,中村正人 [Masato Nakamura]
438,270,A Little Man and a House and the Whole World Window,Cardiacs
439,271,The Legend of Zelda: 25th Anniversary Special Orchestra CD,近藤浩治 [Koji Kondo]
440,272,Verklärte Nacht; Variationen für Orchester,Berliner Philharmoniker / Herbert von Karajan
441,273,From the Choirgirl Hotel,Tori Amos
442,274,The Circle Maker,John Zorn
443,275,Fotheringay,Fotheringay
444,276,Drowner Yellow Swans,Yellow Swans
445,277,For Musicians Only,"Stan Getz, Dizzy Gillespie & Sonny Stitt"
446,278,Sugar Mountain: Live at Canterbury House 1968,Neil Young
447,279,Jacques Brel [J'arrive],Jacques Brel
448,280,A dança da solidão,Paulinho da Viola
449,281,Realization,Eddie Henderson
450,282,The End: 4 February 2017 Birmingham,Black Sabbath
451,283,Mogwai Young Team,Mogwai
452,284,Ragged Glory,Neil Young + Crazy HorseNeil YoungCrazy Horse
453,285,(I'm) Stranded,The Saints
454,286,L'école du micro d'argent,IAM
455,287,XMII,Porcupine Tree
456,288,Sappukei,Number Girl
457,289,Dreamcast Summer Songs,The Rockwood Escape Plan
458,290,Lurker of Chalice,Lurker of Chalice
459,291,Happy Bivouac,the pillows
460,292,Cantofabule,Phoenix
461,293,That One Night: Live in Buenos Aires,Megadeth
462,294,Los peores 7 km de mi vida,Corea
463,295,Bare Nuckle II,古代祐三 [Yuzo Koshiro]
464,296,Folksongs and Instrumentals With Guitar,Elizabeth Cotten
465,297,L'aldilà,Fabio Frizzi
466,298,ワールドイズユアーズ (World Is Yours),Mass of the Fermenting Dregs
467,299,Кино (Чёрный альбом),Кино [Kino]
468,300,Focus at the Rainbow,Focus
469,301,星間性交 (Seikan seikou),t e l e p a t h テレパシー能力者
470,302,The Shadow Cabinet,Wuthering Heights
471,303,The Famous 1938 Carnegie Hall Jazz Concert,Benny Goodman
472,304,"Nothing Changes No One Can Change Anything, I Am Ever-Changing Only You Can Change Yourself",Fushitsusha
473,305,Cello-Suiten,Mstislav Rostropovich
474,306,Time of No Reply,Nick Drake
475,307,Whut? Thee Album,Redman
476,308,"Sonic Adventure ""Digi-Log Conversation""",瀬上純 [Jun Senoue] / 熊谷文恵 [Fumie Kumatani] / 床井健一 [Kenichi Tokoi]
477,309,Arc-Weld,Neil Young & Crazy HorseNeil YoungCrazy Horse
478,310,Lysol,Melvins
479,311,となりのトトロ  (Tonari no Totoro),久石譲 [Joe Hisaishi]
480,312,Johnny Winter And ... Live,Johnny Winter
481,313,የካተት (Yèkatit: Ethio Jazz),Mulatu Astatke featuring Fekade Amde MaskalMulatu Astatkeከፋቃደ አሞደ መስቀል [Fekade Amde Maskal]
482,314,The Leftovers: Music From the HBO® Series - Season One,Max Richter
483,315,Satta Masa Gana,The Abyssinians
484,316,Mind Wars,Holy Terror
485,317,I'll Try Living Like This,death's dynamic shroud.wmv
486,318,For You,山下達郎 [Tatsuro Yamashita]
487,319,Dawn: Winter Journal,Mount Eerie
488,320,Bad Timing,Jim O'Rourke
489,321,Winter in America,Gil Scott-Heron/Brian Jackson
490,322,"Solaris, The Mirror, Stalker: Music From Motion Pictures",Эдуард Артемьев [Eduard Artemyev]
491,323,No New York,Contortions / Teenage Jesus and The Jerks / Mars / D.N.A.James Chance & The ContortionsTeenage Jesus & The JerksMarsDNA
492,324,Ain't That Good News,Sam Cooke
493,325,All American Music,Jimmie Dale & The FlatlandersJimmie Dale GilmoreThe Flatlanders
494,326,Barbaro (ma non troppo),Present
495,327,The Perfect Prescription,Spacemen 3
496,328,Françoise Hardy [La question],Françoise Hardy
497,329,Кровоизлияние,Аспид [Aspid]
498,330,Manhattan Research Inc.: New Plastic Sounds and Electronic Abstractions,Raymond Scott
499,331,Winobranie,The Zbigniew Namysłowski Quintet
500,332,Sonic Mania,Tee Lopes
501,333,The Concerts in China,Jean Michel Jarre
502,334,In den Gärten Pharaos,Popol Vuh
503,335,Bar Kokhba,John Zorn
504,336,Velvet Goldmine,Various Artists
505,337,Völkerball,Rammstein
506,338,Music of India: Three Classical Rāgas,Ravi Shankar
507,339,Walk Among Us,Misfits
508,340,Rushup Edge,The Tuss
509,341,01010101,Portraits of Past
510,342,Dumpmeister,Mach-Hommy
511,343,Scenery,福居良 [Ryo Fukui]
512,344,The Winter Ray,Natural Snow Buildings
513,345,Etcetera,Wayne Shorter
514,346,Orbital [Brown Album],Orbital
515,347,Niggaz of Destruction,N.O.D.
516,348,Pagan Altar,Pagan Altar
517,349,Rosemary's Baby,Christopher Komeda
518,350,"Si monvmentvm reqvires, circvmspice",Deathspell Omega
519,351,Прыг-скок: Детские песенки,Егор и Опизденевшие [Yegor i Opizdenevshie]
520,352,Live Etc,Gong
521,353,Invictus,Virgin Steele
522,354,Metal Gear Solid 3: Snake Eater,Harry Gregson-Williams & 日比野則彦 [Norihiko Hibino]
523,355,Alkebu-Lan: Land of the Blacks - Live at the East,Mtume Umoja Ensemble
524,356,Smoked Out Loced Out,Triple Six Mafia
525,357,The Marriage of Heaven and Hell: Part One,Virgin Steele
526,358,Aurora,平沢進 [Susumu Hirasawa]
527,359,Sabotage / Live,John Cale
528,360,Drive Like Jehu,Drive Like Jehu
529,361,Walk Away Renée / Pretty Ballerina,The Left Banke
530,362,天空の城ラピュタ  (Tenkū no shiro Laputa),久石譲 [Joe Hisaishi]
531,363,Inventions for Electric Guitar,Manuel Göttsching
532,364,For Girls Who Grow Plump in the Night,Caravan
533,365,Enigmatic,Czesław Niemen
534,366,Runnin-n-Gunnin,Tommy Wright III
535,367,Cantigas do Maio,José Afonso
536,368,Bomberman Hero,竹間淳 [Jun Chikuma]
537,369,The Royal Albert Hall Concert,Creedence Clearwater Revival
538,370,At Action Park,Shellac
539,371,Thousand Knives of Ryuichi Sakamoto,Ryuichi Sakamoto
540,372,Haus der Luege,Einstuerzende Neubauten
541,373,Live in Leipzig: East Germany 26/11/90,Mayhem
542,374,Leichenschrei,SPK
543,375,輪廻交響楽 (Ecophony Rinne),芸能山城組 [Geinoh Yamashirogumi]
544,376,W strefie jarania i w strefie rymowania,Dinal
545,377,This Is Boston Not L.A.,Various Artists
546,378,In for the Kill,Budgie
547,379,Late Orchestration,Kanye West
548,380,Vib-Ribbon,Laugh & Peace
549,381,György Ligeti Edition 1: String Quartets and Duets,Arditti String Quartet
550,382,Préludes · Volume 2,Arturo Benedetti Michelangeli
551,383,Akira,芸能山城組 [Geinoh Yamashirogumi]
552,384,Metal Gear Solid,KCE Japan Sound Team
553,385,"Concertos for Cello, Violin & Piano",Ensemble intercontemporain / Pierre Boulez / Jean-Guihen Queyras / Saschko Gawriloff / Pierre-Laurent Aimard
554,386,Batman Returns,Danny Elfman
555,387,Super æ,Boredoms
556,388,If I Could Only Remember My Name,David Crosby
557,389,Bl_ck B_st_rds,KMD
558,390,Hum of Life,Dog Faced Hermans
559,391,As the World Disappears...,Current 93
560,392,L'imprudence,Alain Bashung
561,393,Nattens madrigal: Aatte hymne til ulven i manden,Ulver
562,394,I'm Ready,Muddy Waters
563,395,On Land and in the Sea,Cardiacs
564,396,Vol. 2: Shake Sugaree,Elizabeth Cotten
565,397,Basket of Light,The Pentangle
566,398,Al Green Gets Next to You,Al Green
567,399,Na wszystkich frontach świata,Siekiera
568,400,Duck Stab / Buster & Glen,The Residents
569,401,Dialoghi del presente,Luciano Cilio
570,402,Monuments to Thieves,His Hero Is Gone
571,403,The End of Radio,Shellac
572,404,Nosferatu: Brüder des Schattens - Söhne des Lichts,Popol Vuh
573,405,Don't Give Up on Me,Solomon Burke
574,406,Before Driving to the Chapel We Took Coffee With Rick and Jennifer Reed,AMM
575,407,An Empty Bliss Beyond This World,The Caretaker
576,408,Stronger Than Evil,Heavy Load
577,409,The Book of Mormon (Original Broadway Cast Recording),Various Artists
578,410,Your Funeral ... My Trial,Nick Cave & The Bad Seeds
579,411,Harvest Moon,Neil Young
580,412,Big Wave,Tats Yamashita
581,413,Microcastle / Weird Era Continued,Deerhunter
582,414,La sanie des siècles : Panégyrique de la dégénérescence,Peste Noire
583,415,Canções praieiras,Dorival Caymmi
584,416,Halloween III: Season of the Witch,John Carpenter & Alan Howarth
585,417,Cave Story,Studio Pixel
586,418,Литоургиiа (Litourgiya),Батюшка [Batushka]
587,419,The Great Lost Kinks Album,The Kinks
588,420,ファンファーレ (Fanfare),advantage Lucy
589,421,XTRMNTR,PRMLSCRM
590,422,Triadic Memories,Aki Takahashi
591,423,Magma [Kobaïa],Magma
592,424,Delusion of the Fury: A Ritual of Dream and Delusion,Ensemble of Unique Instruments / Danlee Mitchell
593,425,Pour Down Like Silver,Richard & Linda Thompson
594,426,Białe wakacje,Ścianka
595,427,Green Eyed God,Steel Mill
596,428,Dogon A.D.,Julius Hemphill
597,429,Disco 3000,Sun Ra
598,430,10.000 anos depois entre Vénus e Marte,José Cid
599,431,666,Aphrodite's Child
600,432,Hitchhiker,Neil Young
601,433,The Lords of Hypocrisy,Pagan Altar
602,434,Pixies at the BBC,Pixies
603,435,Stand Back! Here Comes Charley Musselwhite's South Side Band,Charley Musselwhite
604,436,Waka / Jawaka,Frank Zappa
605,437,The Seaside,Cardiacs
606,438,Greatest of the Delta Blues Singers,Skip James
607,439,Neverhood Songs,Terry S. Taylor
608,440,Finger Poppin' With the Horace Silver Quintet,The Horace Silver Quintet
609,441,不失者 (Fushitsusha),不失者 [Fushitsusha]
610,442,Flowers From Exile,ROME
611,443,Shadows and Light,Joni Mitchell
612,444,Cantiga de longe,Edu Lobo
613,445,Âme debout,Catherine Ribeiro + Alpes
614,446,Super Ghostbusters,Joel
615,447,Those Deep Buds,Dog Faced Hermans
616,448,Day Is Far Too Long,전자양 [Electron Sheep]
617,449,mikgazer vol.1,Various Artists
618,450,Music (Live 1971-1977),Can
619,451,Marcus' Children,Burning Spear
620,452,ここ (Koko),灰野敬二 [Keiji Haino]
621,453,The Thieving Magpie,Marillion
622,454,"Members, Don't Git Weary",Max Roach
623,455,I'm John Lee Hooker,John Lee Hooker
624,456,Scenes From the Second Storey,The God Machine
625,457,The Anatomy of Addiction,God
626,458,De svarta riterna,Bekëth Nexëhmü
627,459,Veritas Diaboli manet in aeternum,Deathspell Omega / S.V.E.S.T.
628,460,"Hardcore Devo, Vol. 2: 1974-1977",Devo
629,461,Eu quero é botar meu bloco na rua,Sérgio Sampaio
630,462,Shift,Nasum
631,463,Bare Knuckle,古代祐三 [Yuzo Koshiro]
632,464,Early Water,Hoenig · GöttschingMichael HoenigManuel Göttsching
633,465,Volume 5: The Transfiguration of Blind Joe Death,John Fahey
634,466,Lawrence of Newark,Larry Young
635,467,Are(A)zione,Area
636,468,Mad for Sadness,Arab Strap
637,469,ΚΕΦΑΛΗΞΘ [Psalm 69],Ministry
638,470,Samurai Champloo Music Record: Impression,Force of Nature / Nujabes / Fat Jon
639,471,Ugly But Honest: 1996-1999,Carissa's Wierd
640,472,The Dwelling,Sabbat
641,473,Лиловый день,Леонид Фёдоров [Leonid Fedorov]
642,474,きくおミク6 (Kikuo Miku 6),きくお [Kikuo]
643,475,No Rest for the Wicked,Truth and Janey
644,476,Bridge Across Forever,Transatlantic
645,477,가장 보통의 존재,언니네이발관 [Sister's Barbershop]
646,478,Love Songs for the Apocalypse,Johnny Hobo and the Freight Trains / ManTits
647,479,I'm Never Gonna Die Again,These Immortal Souls
648,480,Modrý Efekt & Radim Hladík,Modrý Efekt & Radim HladíkThe Blue EffectRadim Hladík
649,481,Volume 16: For da Summa of '94,Mista D.J. Paul
650,482,For the Roses,Joni Mitchell
651,483,Soul Revolution,Bob Marley and The WailersBob MarleyThe Wailers
652,484,L'heptade,Harmonium
653,485,"Come, Come to the Sunset Tree",The Mountain Goats
654,486,Black Foliage: Animation Music Volume 1,The Olivia Tremor Control
655,487,"Music From the Film ""Aguirre""",Popol Vuh
656,488,A Boy ボーイ,森田童子 [Douji Morita]
657,489,Carol of Harvest,Carol of Harvest
658,490,Live Cream Volume II,Cream
659,491,s.o.n.o.g.r.a.m.,One Be Lo
660,492,Fiu fiu...,Lech Janerka
661,493,ファイナルファンタジーIV (Final Fantasy IV),植松伸夫 [Nobuo Uematsu]
662,494,"Original Soundtrack From Mosfilm ""Solaris""",Эдуард Артемьев [Eduard Artemyev]
663,495,Into the Electric Castle: A Space Opera,Ayreon
664,496,Murray Street,Sonic Youth
665,497,Stillbirth Machine,Order From Chaos
666,498,Lifting Concrete Lightly,MIMEO
667,499,Unplugged,Neil Young
668,500,De natura sonorum,Bernard Parmegiani
669,501,Once: Music From the Motion Picture,Various Artists
670,502,光のカケラ (Hikari no kakera),Walrus
671,503,Satch Plays Fats: A Tribute to the Immortal Fats Waller,Louis Armstrong and His All-Stars
672,504,Hold Me Forever (In Memory of My Mom Nancy York Carroll),Buckethead
673,505,Far From the Madding Crowd,Wuthering Heights
674,506,The Progressive Blues Experiment,Johnny Winter
675,507,XM,Porcupine Tree
676,508,剃刀乙女 (Kamisori otome),青葉市子 [Ichiko Aoba]
677,509,The Real New Fall LP: Formerly Country on the Click,The Fall
678,510,Catherine Ribeiro + 2 Bis,Catherine Ribeiro + 2 Bis
679,511,Una más (One More Time),Kenny Dorham
680,512,Scientist Rids the World of the Evil Curse of the Vampires,Scientist
681,513,Duos for Doris,Keith Rowe & John Tilbury
682,514,I'm a Loser,Doris Duke
683,515,E seu violão,Caymmi
684,516,The Art Tatum - Ben Webster Quartet,The Art Tatum-Ben Webster QuartetArt TatumBen Webster
685,517,The Room Extended,Keith Rowe
686,518,"Hi, How Are You: The Unfinished Album",Daniel Johnston
687,519,Sweet Fanny Adams,The Sweet
688,520,Nocel,Furia
689,521,Field Commander Cohen: Tour of 1979,Leonard Cohen
690,522,"Music From the Unrealized Film Script, Dusk at Cubist Castle",The Olivia Tremor Control
691,523,March to the Black Holocaust,Vlad Tepes / Belkètre
692,524,The Salmon of Doubt,Coin locker kid
693,525,Kocorono,bloodthirsty butchers
694,526,You're Not Alone,Roy Buchanan
695,527,Dump Gawd: Hommy Edition,Mach-Hommy
696,528,Al - Fatihah,Black Unity Trio
697,529,Mother,"Keiichi Suzuki, Hirokazu Tanaka鈴木慶一 [Keiichi Suzuki]田中宏和 [Hirokazu Tanaka]"
698,530,The Henry Cow Legend,Henry Cow
699,531,Misery Index,Assück
700,532,Tristan et Iseult,Christian Vander
701,533,"ゲームボーイ『ポケモン』のサウンドがまるごと入って、遊べるCD (GameBoy 『Pokémon』 no Sound ga Marugoto Itte, Asoberu CD)",増田順一 [Junichi Masuda]
702,534,공중도덕 (Gongjoong Doduk),공중도덕
703,535,Negro é lindo,Jorge Ben
704,536,Filmworks XIII: Invitation to a Suicide,John Zorn
705,537,Illusions,Sadus
706,538,O canto livre de Nara,Nara Leão
707,539,Variations in Dream-Time,Anthony Davis
708,540,新しい日の誕生 (Atarashī hi no tanjō),2814
709,541,Китицi (Kytytsi),Світлана Няньо [Svitlana Nianio]
710,542,Little Busters,the pillows
711,543,Raw Sienna,Savoy Brown
712,544,Hier kommt der schwartze Mond,Valium Aggelein
713,545,Die Æsthetik der Herrschaftsfreiheit,ROME
714,546,Divine Songs,Alice Coltrane-Turiyasangitananda
715,547,Ash Ra Tempel,Ash Ra Tempel
716,548,プラトニック プラネット (Platonic Planet),KOTO
717,549,Apocalypse Now,Carmine Coppola & Francis Ford Coppola
718,550,"The Amazing Bud Powell, Vol. 2",Bud Powell
